,ground_truth,type,file
210,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0529.jpg
211,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1205.jpg
212,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1229.jpg
213,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1149.jpg
214,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0521.jpg
215,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0561.jpg
216,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1125.jpg
217,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0577.jpg
218,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0449.jpg
219,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0409.jpg
220,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0425.jpg
221,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1181.jpg
222,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0417.jpg
223,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0553.jpg
224,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0465.jpg
225,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0537.jpg
226,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0505.jpg
227,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0497.jpg
228,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0249.jpg
229,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0201.jpg
230,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0233.jpg
231,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0313.jpg
232,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0225.jpg
233,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0345.jpg
234,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0297.jpg
235,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0217.jpg
236,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0281.jpg
237,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0337.jpg
238,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0289.jpg
239,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0329.jpg
240,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0361.jpg
241,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0265.jpg
242,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0353.jpg
243,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0241.jpg
244,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0209.jpg
245,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0257.jpg
246,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0273.jpg
247,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0321.jpg
248,raro,test,/home/almudenaramirez607/Final_project/dataset/test/raro/d20_off-angle_0305.jpg
249,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_376.jpg
250,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_296.jpg
251,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_344.jpg
252,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0901.jpg
253,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_288.jpg
254,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_368.jpg
255,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_320.jpg
256,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0941.jpg
257,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0885.jpg
258,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_384.jpg
259,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0933.jpg
260,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_360.jpg
261,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0869.jpg
262,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0893.jpg
263,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_304.jpg
264,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_328.jpg
265,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0861.jpg
266,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_392.jpg
267,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_336.jpg
268,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0877.jpg
269,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0909.jpg
270,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_312.jpg
271,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_top_352.jpg
272,11,test,/home/almudenaramirez607/Final_project/dataset/test/11/d20_wood0853.jpg
273,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color047.jpg
274,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color023.jpg
275,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color071.jpg
276,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/img3.jpg
277,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color055.jpg
278,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color031.jpg
279,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color015.jpg
280,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color007.jpg
281,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color063.jpg
282,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color039.jpg
283,8,test,/home/almudenaramirez607/Final_project/dataset/test/8/d20_color079.jpg
284,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color497.jpg
285,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0290.jpg
286,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color481.jpg
287,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color585.jpg
288,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0282.jpg
289,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0218.jpg
290,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0194.jpg
291,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0322.jpg
292,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color433.jpg
293,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color449.jpg
294,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color417.jpg
295,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0186.jpg
296,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color489.jpg
297,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0298.jpg
298,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0250.jpg
299,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0266.jpg
300,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color441.jpg
301,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0274.jpg
302,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0242.jpg
303,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color553.jpg
304,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0314.jpg
305,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color561.jpg
306,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color465.jpg
307,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0202.jpg
308,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0178.jpg
309,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color505.jpg
310,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color457.jpg
311,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0210.jpg
312,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color521.jpg
313,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color473.jpg
314,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color545.jpg
315,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0258.jpg
316,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color529.jpg
317,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0234.jpg
318,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color513.jpg
319,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color425.jpg
320,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0306.jpg
321,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_wood0226.jpg
322,13,test,/home/almudenaramirez607/Final_project/dataset/test/13/d20_color577.jpg
